source_key,source_page,source_position,name,comment,created_at
gameslice:p104:c6,104,6,dte,"Hell of a good read. I was pretty hesitant to buy a virtual book, but honestly if another one drops from the cloud about Valve and all it's done I'll buy it in a heart beat, and hell, can't beat the price :D",2011-05-20 15:45:00
gameslice:p104:c7,104,7,Hubris,exelently written and an interesting approach to the behind the scenes stylw look at a game!,2011-05-20 15:44:00
gameslice:p104:c8,104,8,Necrosis103,"Epic read, loved lots of the developmental stuff and all the story concepts. I also wish they'd let us play with some of those funky ideas! Like the 'Two Robots, One Wrench' Idea. Just to have a little run around would be great :)",2011-05-20 15:43:00
gameslice:p104:c9,104,9,doehoon,호갱된듯,2011-05-20 15:33:00
gameslice:p104:c10,104,10,Thomas,"Well worth the 2€!
Thanks Valve",2011-05-20 15:22:00
gameslice:p105:c1,105,1,Maji,Good stuff! Thanks.,2011-05-20 15:11:00
gameslice:p105:c2,105,2,Kraid,It's not just the games that make you a great company!,2011-05-20 14:53:00
gameslice:p105:c3,105,3,Arucard,"Probably the most satisfactory impulse buy I've ever made, certainly for $2. Great insight, fun interactivity, already recommended.",2011-05-20 14:50:00
gameslice:p105:c4,105,4,David,That was great! I wanted to open it up before starting work and have a glance. Instead I read the whole thing and am late! Thanks a lot! (sarcastic and literal) lol.,2011-05-20 14:50:00
gameslice:p105:c5,105,5,Mathias,"Absolutely brilliant. I love how we get to hear about the process inside the office, because most of us are clueless while waiting for the game to be released. Good going, Valve.",2011-05-20 14:44:00
gameslice:p105:c6,105,6,Rachael,"Great job and an interesting read. My dream to work at Valve someday seems a bit more real now.
Hi from West Virginia!",2011-05-20 14:43:00
gameslice:p105:c7,105,7,ramil,"спасибо за историю, игра впечетлила своей неожиданностью это прорыв",2011-05-20 14:21:00
gameslice:p105:c8,105,8,Martin,"Hesitanted in buying virtual book as not sure what I was getting.
Was available to download (Torrent) for nothing, but prefer to support the companies with games like this.
If you do not suport them then why should they put the time into making a better game.",2011-05-20 14:19:00
gameslice:p105:c9,105,9,Alessandro,Nice one.,2011-05-20 14:18:00
gameslice:p105:c10,105,10,Cypher,I don't regret buying nor reading this. You have done well.,2011-05-20 13:26:00
gameslice:p106:c1,106,1,Truckerdude99,This was the most fun and exciting thing i have read on a looong time. Thank you.,2011-05-20 13:21:00
gameslice:p106:c2,106,2,Alejandro,"I LOVE PORTAL 2, GREAT WORK VALVE ^^",2011-05-20 13:21:00
gameslice:p106:c3,106,3,isnack2.0,"Great book! Very enlightening and informative, i read it all in one sitting! I really liked all of the movies and interactive things but it was a bit glithcy and I think there needs to a introduction page which shows you how to navigate through the pages? (I was still having trouble with it at the end) Also none of the poles were working?? But all in all very cool and fun!

I love the way the game came together the way it did, with portal team briging in all of their previously discarded ideas and encorperating them into the story! It was also really cool to see were the portal team worked and how they managed the stress of making portal 2! All the people at valve are amazing!!! please never stop making games!",2011-05-20 13:13:00
gameslice:p106:c4,106,4,Lauri,"That was pretty awesome :D

Now I want to develop games myself.... Back to coding ->",2011-05-20 13:02:00
gameslice:p106:c5,106,5,lol,good book,2011-05-20 12:58:00
gameslice:p106:c6,106,6,moddingpark,"I knew it would be a very interesting and funny reading. As I always thought, Valve is the best gaming developer in the world!",2011-05-20 12:57:00
gameslice:p106:c7,106,7,SF John,"This may seem nonsequitur, but I have a point.
The SF in my nickname is NSFW and about sheep. It's a nickname I embraced, and most people I know use the full version of it all the time. This is something I expect wouldn't change, were I to work at Valve. Most companies would frown on it, but Valve seems to like individuality, seems to understand that people are happier when they're allowed to do their own thing. A company that embraces weird will do well.

I enjoyed this book. The price point was right, the content enjoyable.",2011-05-20 12:56:00
gameslice:p106:c8,106,8,goat,i laughed and i cried...,2011-05-20 12:44:00
gameslice:p106:c9,106,9,Onyx,Very interesting read. Thanks for this!,2011-05-20 12:43:00
gameslice:p106:c10,106,10,Michael,"Damnit, why did I stay up til 5:40 am reading this thing? I blame you and your writing and interactivity. l-C",2011-05-20 12:41:00
gameslice:p107:c1,107,1,Kristof,"Nice book, well written and I loved the interactivity. It's a good thing that this didn't stayed only on the Ipad.",2011-05-20 12:31:00
gameslice:p107:c2,107,2,SlinkyAl,"Great insight to how a game is born. We the game buying/loving public forget sometimes the blood, sweat and tears that go into making these stories, especially the ones that stay with us for years to come. I for one would love (and buy) more of this type of digital book. Keep it coming!",2011-05-20 12:28:00
gameslice:p107:c3,107,3,Dima,It was very intersting,2011-05-20 12:24:00
gameslice:p107:c4,107,4,Jeremy,Loved it.,2011-05-20 12:22:00
gameslice:p107:c5,107,5,Razerlikes,Valve is the best what the world could give us.,2011-05-20 12:12:00
gameslice:p107:c6,107,6,Martin,"Interesting read, however it feels like a pretty bad port from the ipad to pc...
Graphics do not scale, something flash is good for.
Also all final hours art depicts an ipad.
Controls also feel weird...",2011-05-20 12:05:00
gameslice:p107:c7,107,7,Nico,"You are not serious about this book, are you?
Adobe AIR is probably the poorest choice possible. I just skimmed through the book and really nothing works as expected.
- when I switch to fullscreen, I see one and a half pages
- using cursor keys jumps around erratically
- when I drag around in the 360 view the pages are dragged instead, and the view stays on top of any other page
- icons that clearly say ""click me"" don't do anything, like the ones at the bottom of the page
- and worst: the first thing the application does on start is telling me I have to install some creepy runtime

Please don't do this. The package is really a frustrating experience.",2011-05-20 11:54:00
gameslice:p107:c8,107,8,PlebNC,Very well written and pationate. For some reason the polls didn't work for me despite all other content requiring the internet worked perfectly fine. Best of luck to Geoff on your next piece and to Valve on their upcoming projects.,2011-05-20 11:41:00
gameslice:p107:c9,107,9,Revenant,"Thank God i found an iPad in the German Stores. So i could Read the Book on my Train Ride to work.
It was amazing. Thank you fot that and the Most of the other stuff.",2011-05-20 11:32:00
gameslice:p107:c10,107,10,Kung Fu Lemon,"definately worth the 2 bucks on steam, a very interesting read. would have loved some more interactive elements though.",2011-05-20 11:28:00
gameslice:p108:c1,108,1,Jack,"I hate virtual books
But one about Portal 2?
*add to cart*",2011-05-20 11:26:00
gameslice:p108:c2,108,2,Burak,"Hey Geoff, after just having finished an exam and coming back to read this, good job and look forward to future work.",2011-05-20 11:23:00
gameslice:p108:c3,108,3,Alteran,"a very intruiging look into the underworking of the valve facility, deffinately makes a longtime player of valves game appreciate the work that is put into all of its creations.",2011-05-20 11:20:00
gameslice:p108:c4,108,4,Jordy,I loved the virtual book! Lot's of never seen content and stuff. Please make another one with L4D3 or HL2 EP 3 or another new upcoming game! I'm certain that it will help the fans connect to Valve more.,2011-05-20 11:16:00
gameslice:p108:c5,108,5,роман,все плохо,2011-05-20 11:14:00
gameslice:p108:c6,108,6,ShazGuy,This was a really in-depth look into the making of Portal 2; one of the best video games ever made!,2011-05-20 11:14:00
gameslice:p108:c7,108,7,Jesper Jacobsen,Awesome book,2011-05-20 11:13:00
gameslice:p108:c8,108,8,Anton,"Great book, but she'll be better, if it will be available on others languages... But anyway, it's pretty good book!",2011-05-20 11:09:00
gameslice:p108:c9,108,9,theinternetftw,"Fantastic.  I'm really rooting for this style of new media (and clearly, there's no reason to limit it to the iPad or touch devices). Here's hoping for more works that reach (or surpass!) this one in depth and writing quality.",2011-05-20 11:08:00
gameslice:p108:c10,108,10,Rupert,This was great!,2011-05-20 10:56:00
gameslice:p109:c1,109,1,Robbie,"Geoff make more of these! This was an incredible story to read, I couldn't put it down! It took full advantage of the iPads capabilities and told a wonderful behind the scenes story of Portal 2. Fantastic purchase! A+++",2011-05-20 10:55:00
gameslice:p109:c2,109,2,Lykeus,~_~,2011-05-20 10:51:00
gameslice:p109:c3,109,3,William Knox,"I'd Seen Eric Wolpawl at an NYU's Gaming Center event, supposedly he had taken time out of his vacation to come out and talk about the development of portal 2, to a croud of aspiring game developers, hes not only a brillian writer, but hes also a great guy for doing that I really apprieciated him comming out and doing that and supporting these events out here, and talking to the community. He was kind enough to sign my l4d poster too! I've done my fare share of level design for source and using xsi for prop design, so game development at valve is facinating stuff to me. this book was a great insight on the production process and the people who where behind such a great game! I think virtual books would be great ideas for all future titles and perhaps older titles too, tf2 perhaps. so please keep strong documentation and archiving of things around valve, facinating stuff.",2011-05-20 10:36:00
gameslice:p109:c4,109,4,Andrew Martens,"Im so GLaD this was release on steam! 

Fantastic read, I hope to buy one with every future valve game i buy,",2011-05-20 10:26:00
gameslice:p109:c5,109,5,NulEnvoid,"Only had a quick flick through but I'm impressed, good stuff",2011-05-20 10:12:00
gameslice:p109:c6,109,6,Imar,Great read! The embedded polls did not seem to work though?,2011-05-20 10:10:00
gameslice:p109:c7,109,7,:))))))),7emar,2011-05-20 10:08:00
gameslice:p109:c8,109,8,Aaron,Awesome book that tells the story behind Portal 2. Lets me appreciate how it took so long to make.,2011-05-20 09:44:00
gameslice:p109:c9,109,9,NokiaSe,"Comment: I flash every adjective word trhough my mind but still don't know what to say. 

---

Feed: Better resolutions are always greatful.",2011-05-20 09:10:00
gameslice:p109:c10,109,10,Seth,"Excellent work, well worth the $1.99 admission. Loved the content, and interactivity!",2011-05-20 09:02:00
gameslice:p110:c1,110,1,Znivenikoo,Nice,2011-05-20 08:54:00
gameslice:p110:c2,110,2,Kasper,"I was heartly surprised when I noticed this new portal thing on steam. First I thought it was a missionpack, but it turned out to be much more interesting. I say, good reading and learning of the all the possible aspects of the word 'trouble' Valve has been trough to get this thing on the market. Its worth ten times the cost!",2011-05-20 08:41:00
gameslice:p110:c3,110,3,Gunboats,"Thank you Geoff for porting this to steam. I was going to find scans because I was not going to buy an Ipad just to read it. Great read, great writer, and thank you Valve, for everything not HL3 related thats still good.",2011-05-20 08:16:00
gameslice:p110:c4,110,4,stanley,it was a great book and a great game i love it,2011-05-20 08:12:00
gameslice:p110:c5,110,5,Gus Mojica,"Great read. Some of the interactive stuff was fluff; most of it, especially the panoramas, justified the digital magazine format.

Games Journalism needs more of this kind of work.",2011-05-20 07:54:00
gameslice:p110:c6,110,6,Kenny,This was very awesome and I hope you get to make something like this again. I'd buy/read way more of these!,2011-05-20 07:46:00
gameslice:p110:c7,110,7,mike,good read but broken polls and photos!!!! hope we see an update/?,2011-05-20 07:43:00
gameslice:p110:c8,110,8,Storm,"You know, some people are just awesome. This world can be pretty depressing and bleak for some people, not to mention confusing and disorientating. But when just one person decides to make a difference and help their fellow human, to see something in them that maybe they can't see in themselves, great things can happen. And that's when this world becomes a beautiful and exciting place, where once it was dreary and defeating. This story is inspiring and heart warming, and I feel that Valve is helping to unite humanity and bring that spark of warmth to everyone. Way to go, you guys rock.",2011-05-20 07:42:00
gameslice:p110:c9,110,9,MikeAinsel,"It was a really interesting read.  The panoramas didn't work, but other than that everything was fine.  So glad this was realeased on Steam and no just on the iPad.",2011-05-20 07:22:00
gameslice:p110:c10,110,10,Robert,"While I was hesitant to buy a virtual book, this was pretty darn good.  Write some more Geoff!  The Behind the Games stuff you wrote for Gamespot was great as well.  Either that, or make Gametrailers TV more like your written works - smarter and more in-depth!",2011-05-20 07:13:00
gameslice:p111:c1,111,1,Joker,"Great book guys, hi from Chile <3 GG",2011-05-20 06:50:00
gameslice:p111:c2,111,2,Great,Well written and a fun read.,2011-05-20 06:38:00
gameslice:p111:c3,111,3,SithToast,"I was bummed when this was announced as an ipad only app, but when it came to steam I bought it right away!

Great read!",2011-05-20 06:36:00
gameslice:p111:c4,111,4,ToWn3r,Great Job!,2011-05-20 06:23:00
gameslice:p111:c5,111,5,LuciuZT,"Just can say that there are no comments, the game is what i'd call Perfect!
Good job, and for everything... Thanks guys!",2011-05-20 06:23:00
gameslice:p111:c6,111,6,Aud,This was fantastic to see. But just what type of 'relationship' do Chell and Glados have? I suppose it's up to the publics imagination beyond this point.,2011-05-20 06:20:00
gameslice:p111:c7,111,7,Liam,"""The next five years, when you look back, it's going to make today look like the stone ages."" :D?",2011-05-20 06:10:00
gameslice:p111:c8,111,8,winterforge,"Loved this behind the scenes peek. I live in Seattle, you guys should invite me over for coffee and a tour :-)",2011-05-20 05:50:00
gameslice:p111:c9,111,9,Tom,Great story and package. Would love to see more of these interactive features on iPad.,2011-05-20 05:49:00
gameslice:p111:c10,111,10,Postman,"Great story, i always like to see the back story to these games :)",2011-05-20 05:33:00
gameslice:p112:c1,112,1,Allikuja,"looooved it! found it a little difficult to keep up with everybody's names and the polls are useless (i'm assuming because their polling times are over). in addition, the page breaks were a little wonky (there'd be a page with the beginning of an article, then a page of an image or video, occurring mid-sentence of the article, which continues on the third page in the sequence). Other than those details, though, I loved the book and I felt like I learned a lot. I really hope you've backed up those youtube videos though because I'm afraid they might not exist anymore if I were to reread this in a few years.

Glad you wrote this, glad Valve was so generous in the information they gave and the stories they allowed you to tell, and glad it was provided at a price that a poor college student like myself can afford after spending half my month's budget on making so that my friends and I can play TF2 together this summer.

Thanks so much for the article, hope my criticism doesn't come off too harshly. Like I might (or might not) have said before, I'm simply glad to have this to be able to read and learn about the creators of the games I love so much.

Thank you!",2011-05-20 05:15:00
gameslice:p112:c2,112,2,John,"It's been so cool reading about what went on back at Valve when I was just playing with the fruits of your labor with not a clue in my mind about the intense effort put into these games. I joined the community when curious about Team Fortress 2 which became the first FPS game I ever got into back in 2009. And though it's been roughly two years I feel so at home every time I play one of your games or just hear about your company in general. In such a short time I've become such a true blue for your company and wish you the best of luck in the future of game development. Thank you for this story, Portal 2 and all the entertainment you've provided to me the last couple of years!",2011-05-20 05:07:00
gameslice:p112:c3,112,3,Shin Kitsune,Quite an interesting read! It makes you feel like you're actually living what Valve's crew went through when making this game. All the effort was worth it!,2011-05-20 04:51:00
gameslice:p112:c4,112,4,Lukas Grove,"An excellent addition to a brilliant series. It's a shame they're only human, because if games like this came out more often I'd be seriously broke.",2011-05-20 04:49:00
gameslice:p112:c5,112,5,Lauren,"I feel like I just witnessed the growth and birth of a child. Bit of a strange metaphor but I think that's what Portal 2 probably felt like - all the emotion, the stress, the worry (okay, so maybe not the testing). So rare to get such an insight like this into game development, and I'm so glad I got to look inside Valve. Keep being awesome, Valve.",2011-05-20 04:32:00
gameslice:p112:c6,112,6,Omar Jimenez,"Wow, its really really interesting, now i know what happend in between orange box and portal 2, and you guys are amazing, now waiting for the next great thing WE WANT HALF LIFE 2 EPISODE 3 NOW!! LOL :P, thank you valve",2011-05-20 04:30:00
gameslice:p112:c7,112,7,RyanElder,Excellent journalism.  Excellent presentation.  Thank you!,2011-05-20 04:27:00
gameslice:p112:c8,112,8,DavidStrife7,"As a Student Video Game Designer,this is exactly what I needed to read during a time of hard work,deadlines and temporary lack of inspiration...
One of the most compelling ""behind-the-scenes"" articles I've ever had the pleasure of reading :)

Thanks Geoff!",2011-05-20 04:22:00
gameslice:p112:c9,112,9,Eric,For a second i thought this was the DLC we were promised. Got all excited but was just an e-book but i didnt mind because I love portal and cant seem to get enough. first game that has done this to me and trust me i play all sorts of games and own all consoles but there is just something about this game. Keep up the good work Valve I look forward to seeing more inovative ideas from you all,2011-05-20 03:31:00
gameslice:p112:c10,112,10,Joseph Tessel,"I love Portal and Portal 2. They are my favorite games. REading this has inspired me to be all that I can be. I like these games because the are fun, witty, and intellectually stimulating. I expect more greatness in the future. I LOVE VALVE!",2011-05-20 03:22:00
gameslice:p113:c1,113,1,Daniel,Whenever I read about Valve it just makes me want to work there so much. I need to find all the creative ways my architecture design degree could apply to gaming and then build a portfolio!,2011-05-20 03:18:00
gameslice:p113:c2,113,2,meteo158,A fine piece of work. thank you,2011-05-20 03:15:00
gameslice:p113:c3,113,3,Jonathan,I thoroughly enjoyed reading this. Thank you.,2011-05-20 03:02:00
gameslice:p113:c4,113,4,Alex M,"It would be awesome for more games to have something like this created for them.  It's to see all of the care that was put into the game, and helps to gain an even greater appreciation for this art form/hobby that we all love.",2011-05-20 02:59:00
gameslice:p113:c5,113,5,Matt,I will love you forever valve,2011-05-20 02:50:00
gameslice:p113:c6,113,6,Dr. Strangelove,"Great read, I hope to see more in the future.",2011-05-20 02:47:00
gameslice:p113:c7,113,7,Matt.S,"Totally awesome. Best £1.50 ever spent I think. Thank you for this both Geoff and Valve, can't wait to see what you both produce next!",2011-05-20 02:44:00
gameslice:p113:c8,113,8,John K,"A very interesting read, but the polls don't work!",2011-05-20 02:40:00
gameslice:p113:c9,113,9,Matthew,portal 2 is my favorite game and in my opinion the best game ever made this story was very well written and i loved all the exclusive pictures of concept art and the making of portal 2 awesome job,2011-05-20 02:38:00
gameslice:p113:c10,113,10,matt,wait...valve's last singleplayer enclosed game?? Tell me I read that wrong and half life 2 episode 3 is around the corner!!!,2011-05-20 02:31:00
gameslice:p114:c1,114,1,Fata Morgana,"Thank you for this. I've been hungry for developer commentary since the game came out, especially from the artist's side (Merchant, Coulton, etc.).  I really can't get enough of this kind of thing!",2011-05-20 02:29:00
gameslice:p114:c2,114,2,Sean,A great iPad app with a great read for a great game.,2011-05-20 02:26:00
gameslice:p114:c3,114,3,French Toast,"Thanks for putting this up on Steam! Great read, really insightful. I also thought the multimedia stuff was integrated really well without breaking the flow. I'd love to see a full book about Valve as a company and a group in this style.",2011-05-20 02:23:00
gameslice:p114:c4,114,4,Sarah N,"Wonderful, wonderful little digital book! Personally, I play games for the storylines (completely without bias, Portal 2 is honestly my favourite for this), and I enjoy reading concept books in general. So, to have things I love: Portal 2, storytelling, and concept development all contained within one easily accessable, charming and excellently written book is a dream come true for me. 
(Plus, it's a fantastic deal - only around £1.50 GBP? Yes please!)
Very interesting to read all about the different stages Portal 2 went through, and, on another personal note, finding that there is a developer I can identify with on a small scale (playing videogames to bond with Dad) really made my day. Love the concept art too!

Amazing read, Geoff, and thank you. :)",2011-05-20 02:22:00
gameslice:p114:c5,114,5,Franchisbo,"This is an excellent read, on par with the actual developer commentary!",2011-05-20 02:18:00
gameslice:p114:c6,114,6,post-modern,"I just read the book, it's been such a pleasure.",2011-05-20 02:16:00
gameslice:p114:c7,114,7,"Jason \""Goatboy316\""",What a fascinating read and portal 2 wad amazing.  Well worth it.  Thank you so much for this great app and look into how thie game got made.  This is what I will use to tell people why they should get an iPad as well.,2011-05-20 02:15:00
gameslice:p114:c8,114,8,Nick,"The story is fantastic but I have a question - Why? Why won't Valve release the betas of Portal 2 that don't have the possibility of being in a ""future Valve product"". I would buy the beta of Portal 2. I crave more Portal 2. I need more Portal 2. Please give me more Portal 2. I want it so bad. Portal 2? Please? WANT PORTAL 2 BETA! PORTAL!!!! I LOVE PORTAL 2! I want more!",2011-05-20 02:14:00
gameslice:p114:c9,114,9,Rafael Dornelles,"Just GREAT JOB! keep ongoing, you guys rule!",2011-05-20 02:12:00
gameslice:p114:c10,114,10,Eless,"I always love hearing behind the scenes stories, this was well put together and very interesting, the interactive parts were a very nice touch! Portal 2 was excellent, one of the greatest games ever made. (goes off to draw more Wheatley fan art)",2011-05-20 02:12:00
gameslice:p115:c1,115,1,Oliver M.D,like many guys said before me. nicely done goeff,2011-05-20 02:02:00
gameslice:p115:c2,115,2,Scott,Amazing insight into the development of such a blockbuster game as this. I'm interested in becoming a music composer for Valve in the future hopefully so this was very interesting!,2011-05-20 01:57:00
gameslice:p115:c3,115,3,Stephen,An inspiring look into one of my favorite game developers. This only reinforces my opinion on this amazing company. Thank you for this great inside story.,2011-05-20 01:56:00
gameslice:p115:c4,115,4,TSG1974,This was great as is the games and the company,2011-05-20 01:50:00
gameslice:p115:c5,115,5,Dead Phil,"Didn't get bored once, now with Portal 2 done you can probably expect what game people will want from you now. I'll give you a hint, the main character's last name is Freeman",2011-05-20 01:49:00
gameslice:p115:c6,115,6,Paula S,I love developer commentary and insight and think this is a wonderful glimpse into the world that produced the world of Portal. ^_^,2011-05-20 01:45:00
gameslice:p115:c7,115,7,Scabio,"It's been an amazing game... For just 1.99, here is the perfect extra stuff... Great work!!",2011-05-20 01:45:00
gameslice:p115:c8,115,8,Andy,Amazing read! I was hooked on every word. It's great to get an inside look on the development processes behind creating a game like Portal 2. Thank you!,2011-05-20 01:41:00
gameslice:p115:c9,115,9,Alan,"Thanks to you Geoff, and THANKS to all VALVe for make AWESOME Games.",2011-05-20 01:37:00
gameslice:p115:c10,115,10,Ansib Nabi,A great read. Thank you Geoff for the time you've put into creating this amazing adventure and thank you valve for letting Geoff stalk you guys! It was brilliant to have a look at Valve on a personal level and i enjoyed every part of it!,2011-05-20 01:28:00
gameslice:p116:c1,116,1,Gio,I never knew that Valve was this cool.  Thanks for the story Geoff! Well done!,2011-05-20 01:22:00
gameslice:p116:c2,116,2,David,"Very interesting, give me more to think about as I move forward in this industry.

Thank you.",2011-05-20 01:15:00
gameslice:p116:c3,116,3,Samson,Jolly good read very insightful. =),2011-05-20 01:13:00
gameslice:p116:c4,116,4,Stefan,I truly loved every word you've written. Great job!,2011-05-20 01:12:00
gameslice:p116:c5,116,5,CmdrSFC,"This is the most amazing book I have ever read, and HL2:RTB is a close one.
Thanks Geoff!",2011-05-20 01:11:00
gameslice:p116:c6,116,6,haer,"Very interesting.
Really worth the 2 euros :P",2011-05-20 00:55:00
gameslice:p116:c7,116,7,Patrick Marko,"Awsome and inspiring stuff man, from the failure of the old to the sucsess of the new. As soon as Gabe dissapeared around that corner it was like seeing a chapter of your own life end and a new uncertan one begin. I cant wait to see the next chapter in the story that is Valve.",2011-05-20 00:51:00
gameslice:p116:c8,116,8,Mick,Amazing stuff. Really emotional when your reading iit. I was lost in time for a good 5 hours. Hope you make more of these. Thank you Steam <3 x,2011-05-20 00:47:00
gameslice:p116:c9,116,9,Adrian J,"I always love getting an inside look, it helps push me closer to my goal of someday working for Valve in some capacity.",2011-05-20 00:41:00
gameslice:p116:c10,116,10,;;,greay,2011-05-20 00:27:00
gameslice:p117:c1,117,1,Dave M,"Very interesting, makes you respect Valve that much more. If only more game development companies were like Valve, we'd have that many more amazing game ideas out there.",2011-05-20 00:26:00
gameslice:p117:c2,117,2,Alexander mekeel,"Great, I enjoyed reading this, every time i read something about ""Valve"" it just inspires me! I can't wait for for valve game, their my favorite company!",2011-05-20 00:22:00
gameslice:p117:c3,117,3,NoStrats Gaming The Rooster,Fucking Sick game! Way to delay HL:3 more you a-holes!!! :),2011-05-20 00:20:00
gameslice:p117:c4,117,4,David,"Fantastic insight into what makes Valve tick. If only every game, or even every development company, were amazing enough to have something like this dedicated to their creative process, I feel like we'd be living in a much better world.",2011-05-20 00:18:00
gameslice:p117:c5,117,5,Russell,"I loved reading this through Steam, since i dont have the liberty of owning a iPad xD. Thank you so much for making this,it was really informative and fun to read!",2011-05-20 00:13:00
gameslice:p117:c6,117,6,Conquest23,Fantasic piece. It's amazing how much goes on that we never get to here about. Other companies would be wise to follow suit.,2011-05-20 00:05:00
gameslice:p117:c7,117,7,Valar,Thank You!,2011-05-20 00:00:00
gameslice:p117:c8,117,8,Richard,"Good stuff, I hope you'll release an Android version of the app!",2011-05-19 23:54:00
gameslice:p117:c9,117,9,Joseph,"Great as usual, Geoff. Was really excited when I heard that you were reviving ""Final Hours"" and you've surpassed my expectations. Awesome!",2011-05-19 23:49:00
gameslice:p117:c10,117,10,LOVE IT,Dang I rented Portal 2 on PS3 and gonna buy it on PC soon I LOVE YOU GUYS(not in the gay way lol).,2011-05-19 23:46:00
gameslice:p118:c1,118,1,Genius Yeroslav and Adi,"Hi there guys, great work you did there, i really liked the way you kept the vibes going from portal 1, i was afraid that some how you will ruin it, but at the end it came out awesome, im a great fan of you all, and im thankfull for a great game and for sharing your wonderful idias with us, i wish i could be a part of your team just to expiriance some of the medness around there... any way i really love you, and i want you guys to know that portal2 is the only game in my life that i ever bought, and it was warth it!
thanks a lot, would like to hear from you guys on my email: slavasla@walla.co.il",2011-05-19 23:41:00
gameslice:p118:c2,118,2,Caenard,"I thought this was going to be a waste of money, but it actually turned out pretty entertaining.",2011-05-19 23:34:00
gameslice:p118:c3,118,3,Dan,"This was a great read and a great look into what drives Valve.  I can't wait to see what F-Stop is all about and how it's incorporated into a future game.  Like most of Valve's gameplay mechanics, I'm sure it will be groundbreaking.",2011-05-19 23:26:00
gameslice:p118:c4,118,4,Stephen,Great read.,2011-05-19 23:23:00
gameslice:p118:c5,118,5,ayman nour eldin,AMZING wrightung geoff that was really amazing,2011-05-19 23:11:00
gameslice:p118:c6,118,6,teodor dutulescu,the way its created and presented makes everyone look like gods lol. animal gods.,2011-05-19 23:08:00
gameslice:p118:c7,118,7,Easy,Enjoyed it immensly (despite some tech glitches :) and fuels my admiration of valve.,2011-05-19 23:06:00
gameslice:p118:c8,118,8,Ashish,Great job!,2011-05-19 22:56:00
gameslice:p118:c9,118,9,Tazzak,Great read.,2011-05-19 22:55:00
gameslice:p118:c10,118,10,Gary,"Interesting read, but was hoping for some content/ideas that did not make the game.",2011-05-19 22:53:00
gameslice:p119:c1,119,1,Interested Customer,I want more stuff like this.,2011-05-19 22:48:00
gameslice:p119:c2,119,2,Amy,"Was great to find out what it's really like when producing a game, especially when I'm interested in doing the same thing a few years down the line. Can't wait to see what you guys have up your sleeves, I'm sure it'll be as good, if not better than Portal 2 and all of the games you've made so far!! Well done guys, yet another AWESOME game! :)",2011-05-19 22:26:00
gameslice:p119:c3,119,3,Adam,"Awesome reading, really loved the interactive stuff you put in there.
Great job.",2011-05-19 22:20:00
gameslice:p119:c4,119,4,Chris,"Great read, really loved the multimedia stuff, having videos to reference adds such a great dynamic to reading...",2011-05-19 22:14:00
gameslice:p119:c5,119,5,Dooley,"Valve are the one company I look forward to and make a point of reading/listening to the developer commentary, this book was a great surprise and a joy to read! Valve should be an inspiration to every other game company across the globe!",2011-05-19 22:11:00
gameslice:p119:c6,119,6,Daniel Woizinski,"A really valuable read, happy to learn more about Valve and the video game industry.",2011-05-19 22:11:00
gameslice:p119:c7,119,7,Daniel,"Fun to read, thanks!",2011-05-19 21:53:00
gameslice:p119:c8,119,8,Anonymous,I never really knew how much trouble the producers went through to create games llike this. This is really amazing.,2011-05-19 21:53:00
gameslice:p119:c9,119,9,HombreRata,"It's amazing how a game. wich seems to be a chaos at the development, becomes one of the best games i played in my entire life.

Thanks Valve",2011-05-19 21:53:00
gameslice:p119:c10,119,10,P. Topa,Great and insightful piece. Loved it!,2011-05-19 21:48:00
gameslice:p120:c1,120,1,Amanda,Seriously amazing read! Love the features too! Thank you for putting this on Steam! :),2011-05-19 21:46:00
gameslice:p120:c2,120,2,James,"Man am I glad that you guys got this together in the end. It is an amazing game, and has a great story. I hope that you guys get to just kind of lay back for the next month or so and relax.",2011-05-19 21:44:00
gameslice:p120:c3,120,3,Byungsuk,This is why we game :),2011-05-19 21:43:00
gameslice:p120:c4,120,4,BigT,"Really great story. And I'm quite intrigued of where Valve will go in the future. Both regarding HL3 and other projects. Anyway in portal 2, the old aperture labs really resonated with me I'm glad they opted to incorporate that in the story, because for me those sections made the game.",2011-05-19 21:39:00
gameslice:p120:c5,120,5,Nicole,"a VERY interesting read, it reignited my passion to learn how to make amazing stuff like this!",2011-05-19 21:36:00
gameslice:p120:c6,120,6,Zed,"For like minded individuals that have curiosity and admiration for video games and what it truly takes from concept to finish, this is a good read!",2011-05-19 21:24:00
gameslice:p120:c7,120,7,YahaTsei,"""I hope that the worlds turns, and that things get better. But what I hope most of all is that you understand what I mean when I tell you that, even though I do not know you, and even though I may never meet you, laugh with you, cry with you, or kiss you, I love you. "" - V for Vendetta

Thank you Gabe, and all of your team!
Very lovefull greatings from switzerland. 

http://www.yahatsei.com",2011-05-19 21:14:00
gameslice:p120:c8,120,8,Adam Curtis,"Thank you for an amazing insight into my favourite games developer, as I aspire to become a games designer myself.",2011-05-19 21:10:00
gameslice:p120:c9,120,9,Johan,"I loved this. 
Really cool way to read about one of the best games ever made!
Certainly hope for more apps like this. 
Only criticism I have is that it seems the polls aren't working anymore, since I get an error instead of a poll. Doesn't look very good.",2011-05-19 21:10:00
gameslice:p120:c10,120,10,Mike,<3,2011-05-19 21:09:00
